,Name,Sponsor,City,State,Area,ZIP,Hardiness,address,lon,lat
475,Rutgers Gardens,Rutgers University,New Brunswick,NJ,60,8901,7a,"New Brunswick ,  NJ",-74.4518188,40.4862157
476,Leamings Run Gardens,NA,Swainton,NJ,30,8210,7a,"Swainton ,  NJ",-74.7779297,39.1313934
477,Santa Fe Botanical Garden,NA,Santa Fe,NM,11,87501,6b,"Santa Fe ,  NM",-105.937799,35.6869752
478,Albuquerque Biological Park,NA,Albuquerque,NM,36,87101,7b,"Albuquerque ,  NM",-106.650422,35.0843859
479,Rio Grande Botanic Garden,NA,Albuquerque,NM,36,87101,7b,"Albuquerque ,  NM",-106.650422,35.0843859
480,University of New Mexico Arboretum,University of New Mexico,Albuquerque,NM,NA,87101,7b,"Albuquerque ,  NM",-106.650422,35.0843859
481,Living Desert Zoo and Gardens State Park,NA,Carlsbad,NM,1500,88220,8a,"Carlsbad ,  NM",-104.2288375,32.4206736
482,Fabian Garcia Science Center,New Mexico State University,Las Cruces,NM,49,88001,8a,"Las Cruces ,  NM",-106.7636538,32.3199396
483,University of Nevada Reno Arboretum,University of Nevada,Reno,NV,NA,89501,7a,"Reno ,  NV",-119.8138027,39.5296329
484,Wilbur D. May Arboretum and Botanical Garden,NA,Reno,NV,13,89501,7a,"Reno ,  NV",-119.8138027,39.5296329
485,Ethel M Botanical Cactus Garden,NA,Henderson,NV,3,89002,9a,"Henderson ,  NV",-114.9817213,36.0395247
486,Southern Nevada Zoological-Botanical Park,NA,Las Vegas,NV,3,89044,9a,"Las Vegas ,  NV",-115.1398296,36.1699412
487,The Gardens at the Las Vegas Springs Preserve,NA,Las Vegas,NV,8,89044,9a,"Las Vegas ,  NV",-115.1398296,36.1699412
488,UNLV Arboretum,University of Nevada,Paradise,NV,80,89044,9a,"Paradise ,  NV",-115.1466648,36.0971945
489,Alan Bible Botanical Garden,NA,Boulder City,NV,NA,89005,9b,"Boulder City ,  NV",-114.8345117,35.9782216
490,Nannen Arboretum,NA,Ellicottville,NY,8,14731,5a,"Ellicottville ,  NY",-78.6728071,42.2750639
491,Mountain Top Arboretum,NA,Tannersville,NY,183,12424,5a,"Tannersville ,  NY",-74.1337508,42.1956438
492,Bard College Arboretum,Bard College,Annandale-on-Hudson,NY,NA,12504,5b,"Annandale-on-Hudson ,  NY",-73.9095279,42.0218762
493,Cutler Botanic Garden,NA,Binghamton,NY,3.5,13901,5b,"Binghamton ,  NY",-75.9179738,42.0986867
494,George Landis Arboretum,NA,Esperance,NY,548,12066,5b,"Esperance ,  NY",-74.3235539,42.7546987
495,Innisfree Garden,NA,Millbrook,NY,150,12545,5b,"Millbrook ,  NY",-73.6940175,41.7850937
496,Mary Flagler Cary Arboretum,NA,Millbrook,NY,1924,12545,5b,"Millbrook ,  NY",-73.6940175,41.7850937
497,Buffalo and Erie County Botanical Gardens,NA,Buffalo,NY,11.6,14201,6a,"Buffalo ,  NY",-78.8783689,42.8864468
498,Maud Gordon Holmes Arboretum,Buffalo State College,Buffalo,NY,NA,14201,6a,"Buffalo ,  NY",-78.8783689,42.8864468
499,Sonnenberg Mansion and Gardens,NA,Canandaigua,NY,50,14424,6a,"Canandaigua ,  NY",-77.2816984,42.887535
500,Cornell Botanic Gardens,Cornell University,Ithaca,NY,175,14850,6a,"Ithaca ,  NY",-76.5018807,42.4439614
501,F.R. Newman Arboretum,Cornell University,Ithaca,NY,25,14850,6a,"Ithaca ,  NY",-76.5018807,42.4439614
502,Genesee Country Village and Museum,NA,Mumford,NY,600,14511,6a,"Mumford ,  NY",-77.8602856,42.9928396
503,Vassar College Arboretum,Vassar College,Poughkeepsie,NY,NA,12601,6a,"Poughkeepsie ,  NY",-73.9209701,41.7003713
504,Ellwanger Garden,NA,Rochester,NY,0.5,14602,6a,"Rochester ,  NY",-77.6088465,43.1565779
505,Highland Botanical Park,NA,Rochester,NY,150,14602,6a,"Rochester ,  NY",-77.6088465,43.1565779
506,University of Rochester Arboretum,University of Rochester,Rochester,NY,NA,14602,6a,"Rochester ,  NY",-77.6088465,43.1565779
507,New York Botanical Garden,NA,The Bronx,NY,250,10541,6a,"The Bronx ,  NY",-73.8648268,40.8447819
508,Wave Hill,NA,The Bronx,NY,28,10541,6a,"The Bronx ,  NY",-73.8648268,40.8447819
509,Lasdon Park and Arboretum,NA,Somers,NY,234,10589,6b,"Somers ,  NY",-73.7360175,41.2996305
510,Clark Botanic Garden,NA,Albertson,NY,12,11507,7a,"Albertson ,  NY",-73.6431844,40.7734341
511,Bayard Cutting Arboretum State Park,NA,Great River,NY,691,11739,7a,"Great River ,  NY",-73.1576139,40.7212097
512,Bailey Arboretum,NA,Locust Valley,NY,42,11560,7a,"Locust Valley ,  NY",-73.5970707,40.8759324
513,John P. Humes Japanese Stroll Garden,NA,Mill Neck,NY,7,11765,7a,"Mill Neck ,  NY",-73.5551246,40.8870431
514,Planting Fields Arboretum,NA,Oyster Bay,NY,400,11771,7a,"Oyster Bay ,  NY",-73.5320685,40.8656543
515,Staten Island Botanical Garden,NA,Staten Island,NY,83,10301,7a,"Staten Island ,  NY",-74.1502007,40.5795317
516,Brooklyn Botanic Garden,NA,Brooklyn,NY,52,11201,7b,"Brooklyn ,  NY",-73.9441579,40.6781784
517,Queens Botanical Garden,NA,Flushing,NY,39,11351,7b,"Flushing ,  NY",-73.833079,40.7674987
518,Hofstra University Arboretum,Hofstra University,Hempstead,NY,240,11549,7b,"Hempstead ,  NY",-73.6187397,40.7062128
519,Ramser Arboretum,NA,Danville,OH,680,43014,5b,"Danville ,  OH",-82.2601584,40.4475643
520,Holden Arboretum,NA,Kirtland,OH,3600,44024,5b,"Kirtland ,  OH",-81.3614985,41.6289365
521,Kingwood Center,NA,Mansfield,OH,47,44901,5b,"Mansfield ,  OH",-82.5154471,40.75839
522,Schoepfle Garden,NA,Birmingham,OH,70,44816,6a,"Birmingham ,  OH",-82.3607193,41.3300486
523,Chadwick Arboretum,Ohio State University,Columbus,OH,62,43085,6a,"Columbus ,  OH",-82.9987942,39.9611755
524,Franklin Park Conservatory,NA,Columbus,OH,90,43085,6a,"Columbus ,  OH",-82.9987942,39.9611755
525,Cox Arboretum and Gardens MetroPark,NA,Dayton,OH,189,45401,6a,"Dayton ,  OH",-84.1916069,39.7589478
526,Woodland Cemetery and Arboretum,NA,Dayton,OH,200,45401,6a,"Dayton ,  OH",-84.1916069,39.7589478
527,Kraus Preserve,Ohio Wesleyan University,Delaware,OH,200,43015,6a,"Delaware ,  OH",-83.067965,40.2986724
528,Schedel Arboretum and Gardens,NA,Elmore,OH,17,43416,6a,"Elmore ,  OH",-83.2957584,41.4761621
529,Stanley M. Rowe Arboretum,NA,Indian Hill,OH,8.9,45243,6a,"Indian Hill ,  OH",-84.344964,39.1806172
530,Dawes Arboretum,NA,Newark,OH,2000,43055,6a,"Newark ,  OH",-82.4012642,40.0581205
531,Gardenview Horticultural Park,NA,Strongsville,OH,16,44136,6a,"Strongsville ,  OH",-81.83569,41.3144966
532,Inniswood Botanical Garden and Nature Preserve,NA,Westerville,OH,123,43081,6a,"Westerville ,  OH",-82.9318807,40.1266689
533,Secrest Arboretum,NA,Wooster,OH,115,44691,6a,"Wooster ,  OH",-81.935143,40.8050565
534,Fellows Riverside Gardens,Mill Creek Metro Parks,Youngstown,OH,11,44501,6a,"Youngstown ,  OH",-80.6495194,41.0997803
535,Stan Hywet Hall and Gardens,NA,Akron,OH,70,44301,6b,"Akron ,  OH",-81.5190053,41.0814447
536,Cincinnati Zoo and Botanical Garden,NA,Cincinnati,OH,75,45201,6b,"Cincinnati ,  OH",-84.5120196,39.1031182
537,Krohn Conservatory,NA,Cincinnati,OH,NA,45201,6b,"Cincinnati ,  OH",-84.5120196,39.1031182
538,Mt. Airy Arboretum,NA,Cincinnati,OH,120,45201,6b,"Cincinnati ,  OH",-84.5120196,39.1031182
539,Spring Grove Cemetery,NA,Cincinnati,OH,733,45201,6b,"Cincinnati ,  OH",-84.5120196,39.1031182
540,Cleveland Botanical Garden,NA,Cleveland,OH,10,44101,6b,"Cleveland ,  OH",-81.6943605,41.49932
541,R. A. Stranahan Arboretum,University of Toledo,Toledo,OH,47,43601,6b,"Toledo ,  OH",-83.5378674,41.6528052
542,Toledo Botanical Garden,NA,Toledo,OH,50,43601,6b,"Toledo ,  OH",-83.5378674,41.6528052
543,Jo Allyn Lowe Park,NA,Bartlesville,OK,32,74003,6b,"Bartlesville ,  OK",-95.9808179,36.7473114
544,Lendonwood Gardens,NA,Grove,OK,3,74344,6b,"Grove ,  OK",-94.7691186,36.5936863
545,Washington Irving Memorial Park and Arboretum,NA,Bixby,OK,32.5,74008,7a,"Bixby ,  OK",-95.8833235,35.9420431
546,North Central Oklahoma Cactus Botanical Garden,NA,Covington,OK,NA,73730,7a,"Covington ,  OK",-97.5864376,36.3075359
547,Midwest City Hall Arboretum,NA,Midwest City,OK,5,73110,7a,"Midwest City ,  OK",-97.3967019,35.4495065
548,Morrison Arboretum,NA,Morrison,OK,NA,73061,7a,"Morrison ,  OK",-97.0080934,36.2972705
549,Honor Heights Park,NA,Muskogee,OK,122,74401,7a,"Muskogee ,  OK",-95.3696909,35.7478769
550,Hambrick Botanical Gardens,NA,Oklahoma City,OK,NA,73101,7a,"Oklahoma City ,  OK",-97.5164276,35.4675602
551,Myriad Botanical Gardens,NA,Oklahoma City,OK,17,73101,7a,"Oklahoma City ,  OK",-97.5164276,35.4675602
552,Oklahoma City Zoological Park and Botanical Garden,NA,Oklahoma City,OK,119,73101,7a,"Oklahoma City ,  OK",-97.5164276,35.4675602
553,Will Rogers Gardens,NA,Oklahoma City,OK,30,73101,7a,"Oklahoma City ,  OK",-97.5164276,35.4675602
554,Cann Memorial Botanical Gardens,NA,Ponca City,OK,10,74601,7a,"Ponca City ,  OK",-97.0855948,36.706981
555,Oklahoma Botanical Garden and Arboretum,Oklahoma State University,Stillwater,OK,100,74074,7a,"Stillwater ,  OK",-97.0583681,36.1156071
556,North Oklahoma Botanical Garden and Arboretum,Northern Oklahoma College,Tonkawa,OK,100,74653,7a,"Tonkawa ,  OK",-97.3100441,36.6783679
557,Tulsa Botanic Garden (formerly Oklahoma Centennial Botanical Garden),NA,Tulsa,OK,170,74101,7a,"Tulsa ,  OK",-95.992775,36.1539816
558,Woodward Park,NA,Tulsa,OK,45,74101,7a,"Tulsa ,  OK",-95.992775,36.1539816
559,Garrard Ardeneum,NA,McAlester,OK,NA,74501,7b,"McAlester ,  OK",-95.7697131,34.9334298
560,Kerr Arboretum and Botanical Area,NA,Talihina,OK,8026,74571,7b,"Talihina ,  OK",-95.0480162,34.7514893
561,Oregon Trail Arboretum,NA,Echo,OR,NA,97826,7a,"Echo ,  OR",-119.195567,45.7423537
562,Lithia Park,NA,Ashland,OR,93,97520,8a,"Ashland ,  OR",-122.7094767,42.1945758
563,Beekman Native Plant Arboretum,NA,Jacksonville,OR,3,97530,8a,"Jacksonville ,  OR",-122.9669865,42.3134584
564,Oregon Garden,NA,Silverton,OR,80,97381,8a,"Silverton ,  OR",-122.7831455,45.0051213
565,Peavy Arboretum,Oregon State University,Corvallis,OR,40,97330,8b,"Corvallis ,  OR",-123.2620435,44.5645659
566,Delbert Hunter Arboretum,NA,Dallas,OR,5,97338,8b,"Dallas ,  OR",-123.3170472,44.9192844
567,Elk Rock Gardens of the Bishops Close,NA,Dunthorpe,OR,13,97219,8b,"Dunthorpe ,  OR",-122.6550941,45.4356748
568,Mount Pisgah Arboretum,NA,Eugene,OR,209,97401,8b,"Eugene ,  OR",-123.0867536,44.0520691
569,Claire Hanley Arboretum,NA,Medford,OR,NA,97501,8b,"Medford ,  OR",-122.8755949,42.3265152
570,Berry Botanic Garden,NA,Portland,OR,6.5,97201,8b,"Portland ,  OR",-122.6793461,45.5154586
571,Crystal Springs Rhododendron Garden,NA,Portland,OR,9.5,97201,8b,"Portland ,  OR",-122.6793461,45.5154586
572,Hoyt Arboretum,NA,Portland,OR,189,97201,8b,"Portland ,  OR",-122.6793461,45.5154586
573,International Rose Test Garden,NA,Portland,OR,4.5,97201,8b,"Portland ,  OR",-122.6793461,45.5154586
574,Lan Su Chinese Garden,NA,Portland,OR,0.9,97201,8b,"Portland ,  OR",-122.6793461,45.5154586
575,Leach Botanical Garden,NA,Portland,OR,16,97201,8b,"Portland ,  OR",-122.6793461,45.5154586
576,Portland Japanese Garden,NA,Portland,OR,12,97201,8b,"Portland ,  OR",-122.6793461,45.5154586
577,Palmerton Arboretum,NA,Rogue River,OR,5,97537,8b,"Rogue River ,  OR",-123.1719976,42.435954
578,Bushs Pasture Park,NA,Salem,OR,90.5,97301,8b,"Salem ,  OR",-123.0350963,44.9428975
579,Martha Springer Botanical Garden,Willamette University,Salem,OR,1,97301,8b,"Salem ,  OR",-123.0350963,44.9428975
580,Western Deer Park and Arboretum,NA,Sheridan,OR,NA,97378,8b,"Sheridan ,  OR",-123.3948291,45.0992814
581,Shore Acres State Park,NA,Coos Bay,OR,745,97420,9a,"Coos Bay ,  OR",-124.2178903,43.3665007
582,Marywood University Arboretum,Marywood University,Scranton,PA,115,18447,6a,"Scranton ,  PA",-75.6624122,41.408969
583,William F. Curtis Arboretum,Cedar Crest College,Allentown,PA,84,18101,6b,"Allentown ,  PA",-75.4714098,40.6022939
584,Lee and Virginia Graver Arboretum,Muhlenberg College,Bath,PA,63,18014,6b,"Bath ,  PA",-75.3940699,40.7256524
585,Henry Schmieder Arboretum,Delaware Valley College,Doylestown,PA,60,18901,6b,"Doylestown ,  PA",-75.1298939,40.3101063
586,Arboretum at Penn State Behrend,Penn State ErieThe Behrend College,Erie,PA,25,16501,6b,"Erie ,  PA",-80.085059,42.1292241
587,Lake Erie Arboretum,NA,Erie,PA,NA,16501,6b,"Erie ,  PA",-80.085059,42.1292241
588,Hershey Gardens,M.S. Hershey Foundation,Hershey,PA,23,17033,6b,"Hershey ,  PA",-76.6502468,40.2859239
589,Holtwood Arboretum,NA,Holtwood,PA,5000,17532,6b,"Holtwood ,  PA",-76.3274593,39.8320468
590,Louise Arnold Tanger Arboretum,NA,Lancaster,PA,5,17573,6b,"Lancaster ,  PA",-76.3055144,40.0378755
591,Swiss Pines,NA,Malvern,PA,19,19355,6b,"Malvern ,  PA",-75.5138118,40.0362184
592,Renziehausen Park Rose Garden and Arboretum,NA,McKeesport,PA,258,15131,6b,"McKeesport ,  PA",-79.8641232,40.3470671
593,Mont Alto Arboretum,Penn State Mont Alto,Mont Alto,PA,106,17237,6b,"Mont Alto ,  PA",-77.5583232,39.8442593
594,Bowmans Hill Wildflower Preserve,NA,New Hope,PA,134,18938,6b,"New Hope ,  PA",-74.9512785,40.3642728
595,Chatham University Arboretum,Chatham University,Pittsburgh,PA,32,15122,6b,"Pittsburgh ,  PA",-79.9958864,40.4406248
596,National Aviary,NA,Pittsburgh,PA,NA,15122,6b,"Pittsburgh ,  PA",-79.9958864,40.4406248
597,Phipps Conservatory & Botanical Gardens,NA,Pittsburgh,PA,15,15122,6b,"Pittsburgh ,  PA",-79.9958864,40.4406248
598,Pittsburgh Botanic Garden,NA,Pittsburgh,PA,452,15122,6b,"Pittsburgh ,  PA",-79.9958864,40.4406248
599,Rodef Shalom Biblical Botanical Garden,Rodef Shalom Temple,Pittsburgh,PA,0.3,15122,6b,"Pittsburgh ,  PA",-79.9958864,40.4406248
600,Welkinweir,NA,Pottstown,PA,197,19464,6b,"Pottstown ,  PA",-75.6496302,40.2453741
601,Arboretum at the Reading Public Museum,Reading Public Museum,Reading,PA,725,19601,6b,"Reading ,  PA",-75.9268747,40.3356483
602,Arboretum at Penn State,Pennsylvania State University,State College,PA,395,16801,6b,"State College ,  PA",-77.8600012,40.7933949
603,Ambler Arboretum,Temple University,Ambler,PA,187,19002,7a,"Ambler ,  PA",-75.2215651,40.1545535
604,American College Arboretum,The American College,Bryn Mawr,PA,35,19010,7a,"Bryn Mawr ,  PA",-75.3151772,40.0230237
605,Bryn Mawr Campus Arboretum,Bryn Mawr College,Bryn Mawr,PA,135,19010,7a,"Bryn Mawr ,  PA",-75.3151772,40.0230237
606,Brandywine Wildflower and Native Plant Gardens,Brandywine River Museum,Chadds Ford,PA,15,19317,7a,"Chadds Ford ,  PA",-75.5684254,39.8653481
607,Jenkins Arboretum,NA,Devon,PA,48,19333,7a,"Devon ,  PA",-75.4258399,40.0499216
608,Henry Foundation for Botanical Research,NA,Gladwyne,PA,50,19035,7a,"Gladwyne ,  PA",-75.2770721,40.0493121
609,Haverford College Arboretum,Haverford College,Haverford,PA,216,19041,7a,"Haverford ,  PA",-75.3208107,40.0022406
610,Longwood Gardens,NA,Kennett Square,PA,1077,19348,7a,"Kennett Square ,  PA",-75.7116032,39.8467767
611,Liberty Forge Arboretum,NA,Mechanicsburg,PA,100,17050,7a,"Mechanicsburg ,  PA",-77.0080309,40.2132692
612,John J. Tyler Arboretum,NA,Media,PA,650,19037,7a,"Media ,  PA",-75.387693,39.9167783
613,Arboretum of the Barnes Foundation,Barnes Foundation,Merion,PA,12,19066,7a,"Merion ,  PA",-75.2508229,39.9982136
614,Merion Botanical Park,NA,Merion,PA,13.5,19066,7a,"Merion ,  PA",-75.2508229,39.9982136
615,Morris Arboretum,University of Pennsylvania,Philadelphia,PA,92,19019,7a,"Philadelphia ,  PA",-75.1652215,39.9525839
616,Awbury Arboretum,NA,Philadelphia (East Germantown),PA,55,19019,7a,"Philadelphia (East Germantown) ,  PA",-75.1691305,40.0428157
617,Bartrams Garden,NA,Philadelphia(Fairmount Park),PA,46,19019,7a,"Philadelphia(Fairmount Park) ,  PA",-75.1971204,39.9881142
618,Centennial Arboretum,NA,Philadelphia(Fairmount Park),PA,27,19019,7a,"Philadelphia(Fairmount Park) ,  PA",-75.1971204,39.9881142
619,The Horticulture Center,NA,Philadelphia(Fairmount Park),PA,27,19019,7a,"Philadelphia(Fairmount Park) ,  PA",-75.1971204,39.9881142
620,Scott Arboretum,Swarthmore College,Swarthmore,PA,357,19081,7a,"Swarthmore ,  PA",-75.3499123,39.9020565
621,Appleford/Parsons-Banks Arboretum,NA,Villanova,PA,24,19085,7a,"Villanova ,  PA",-75.3491813,40.0375832
622,Arboretum Villanova,Villanova University,Villanova,PA,222,19085,7a,"Villanova ,  PA",-75.3491813,40.0375832
623,Taylor Memorial Arboretum,NA,Wallingford,PA,30,19086,7a,"Wallingford ,  PA",-75.3630796,39.8932884
624,Chanticleer Garden,NA,Wayne,PA,48,19080,7a,"Wayne ,  PA",-75.3698895,40.0415996
625,Curtis Hall Arboretum,NA,Wyncote,PA,45,19095,7a,"Wyncote ,  PA",-75.1487863,40.0945549
626,Crozer Arboretum,NA,Upland,PA,12,19013,7b,"Upland ,  PA",-75.3826921,39.8526124
627,Blithewold Mansion Gardens and Arboretum,NA,Bristol,RI,13,2809,6b,"Bristol ,  RI",-71.2662025,41.6771101
628,University of Rhode Island Botanical Gardens and Everett P. Christopher Arboretum,University of Rhode Island,Kingston,RI,4.5,2881,6b,"Kingston ,  RI",-71.5225598,41.4803791
629,Wilcox Park,NA,Westerly,RI,14,2808,6b,"Westerly ,  RI",-71.8272871,41.3775987
630,South Carolina Botanical Garden,Clemson University,Clemson,SC,295,29631,8a,"Clemson ,  SC",-82.8373654,34.6834382
631,Riverbanks Zoo and Garden,NA,Columbia,SC,170,29201,8a,"Columbia ,  SC",-81.0348144,34.0007104
632,W. Gordon Belser Arboretum,University of South Carolina,Columbia,SC,10,29201,8a,"Columbia ,  SC",-81.0348144,34.0007104
633,Furman University Japanese Garden,Furman University,Greenville,SC,2,29601,8a,"Greenville ,  SC",-82.3940104,34.8526176
634,Park Seed Company Gardens,NA,Greenwood,SC,9,29646,8a,"Greenwood ,  SC",-82.1617883,34.1954001
635,Kalmia Gardens,Coker College,Hartsville,SC,30,29550,8a,"Hartsville ,  SC",-80.0734005,34.3740431
636,Moore Farms Botanical Garden,NA,Lake City,SC,65,29560,8a,"Lake City ,  SC",-79.7553451,33.8709958
637,Wells Japanese Garden,NA,Newberry,SC,0.5,29108,8a,"Newberry ,  SC",-81.6187178,34.2745833
638,Swan Lake/Iris Gardens,NA,Sumter,SC,120,29150,8a,"Sumter ,  SC",-80.3414693,33.9204354
639,Cypress Gardens,NA,Moncks Corner,SC,170,29430,8b,"Moncks Corner ,  SC",-80.0131374,33.1960027
640,Mepkin Abbey Botanical Garden,NA,Moncks Corner,SC,3200,29430,8b,"Moncks Corner ,  SC",-80.0131374,33.1960027
641,Brookgreen Gardens,NA,Pawleys Island,SC,9100,29585,8b,"Pawleys Island ,  SC",-79.1214313,33.4332236
642,Summerville Azalea Park,NA,Summerville,SC,16,29483,8b,"Summerville ,  SC",-80.1756481,33.0185039
643,Magnolia Plantation and Gardens,NA,Charleston,SC,464,29401,9a,"Charleston ,  SC",-79.9310512,32.7764749
644,Medical University of South Carolina Arboretum,Medical University of South Carolina,Charleston,SC,NA,29401,9a,"Charleston ,  SC",-79.9310512,32.7764749
645,Middleton Place,NA,Charleston,SC,110,29401,9a,"Charleston ,  SC",-79.9310512,32.7764749
646,Kuhnert Arboretum,NA,Aberdeen,SD,19,57401,4b,"Aberdeen ,  SD",-98.4864829,45.4646985
647,McCrory Gardens and South Dakota Arboretum,South Dakota State University,Brookings,SD,70,57006,4b,"Brookings ,  SD",-96.7983877,44.3113573
648,Mary Jo Wegner Arboretum,NA,Sioux Falls,SD,NA,57101,4b,"Sioux Falls ,  SD",-96.728333,43.5473028
649,Reptile Gardens,NA,Rapid City,SD,NA,57701,5a,"Rapid City ,  SD",-103.2310149,44.0805434
650,Daniel Boone Arboretum,NA,Harrogate,TN,NA,37707,6b,"Harrogate ,  TN",-83.6568579,36.5823046
651,Deerwood Arboretum and Nature Area,NA,Brentwood,TN,27,37024,7a,"Brentwood ,  TN",-86.7827772,36.0331164
652,Clarksville City Arboretum,NA,Clarksville,TN,NA,37040,7a,"Clarksville ,  TN",-87.3594528,36.5297706
653,Gerald D. Coorts Memorial Arboretum,Tennessee Technological University,Cookeville,TN,NA,38501,7a,"Cookeville ,  TN",-85.5016423,36.162839
654,East Tennessee State University Arboretum,East Tennessee State University,Johnson City,TN,NA,37601,7a,"Johnson City ,  TN",-82.3534727,36.3134397
655,Knoxville Botanical Garden and Arboretum,NA,Knoxville,TN,47,37901,7a,"Knoxville ,  TN",-83.9207392,35.9606384
656,University of Tennessee Botanical Gardens,University of Tennessee,Martin,TN,NA,38237,7a,"Martin ,  TN",-88.8503379,36.3433965
657,Stones River Greenway Arboretum,NA,Murfreesboro,TN,NA,37127,7a,"Murfreesboro ,  TN",-86.39027,35.8456213
658,Belle Meade Plantation,NA,Nashville,TN,30,37201,7a,"Nashville ,  TN",-86.7816016,36.1626638
659,Cheekwood Botanical Garden and Museum of Art,NA,Nashville,TN,55,37201,7a,"Nashville ,  TN",-86.7816016,36.1626638
660,Hermitage Arboretum,NA,Nashville,TN,12,37201,7a,"Nashville ,  TN",-86.7816016,36.1626638
661,University of Tennessee Arboretum,University of Tennessee,Oak Ridge,TN,250,37830,7a,"Oak Ridge ,  TN",-84.2696449,36.0103561
662,Old Hickory Lake Arboretum,NA,Old Hickory,TN,23,37138,7a,"Old Hickory ,  TN",-86.6477748,36.2574941
663,Burchfiel Grove and Arboretum,NA,Sevierville,TN,16,37862,7a,"Sevierville ,  TN",-83.561835,35.8681455
664,Interstate Packaging Arboretum,NA,White Bluff,TN,NA,37187,7a,"White Bluff ,  TN",-87.2208409,36.1075593
665,Louise Pearson Memorial Arboretum,NA,Alamo,TN,35,38001,7b,"Alamo ,  TN",-89.1172883,35.7847949
666,Bonny Oaks Arboretum,NA,Chattanooga,TN,NA,37401,7b,"Chattanooga ,  TN",-85.3096801,35.0456297
667,Cherokee Arboretum at Audubon Acres,NA,Chattanooga,TN,130,37401,7b,"Chattanooga ,  TN",-85.3096801,35.0456297
668,Cherokee Trail Arboretum,NA,Chattanooga,TN,NA,37401,7b,"Chattanooga ,  TN",-85.3096801,35.0456297
669,Reflection Riding Arboretum and Botanical Garden,NA,Chattanooga,TN,317,37401,7b,"Chattanooga ,  TN",-85.3096801,35.0456297
670,University of Tennessee at Chattanooga campus,University of Tennessee,Chattanooga,TN,NA,37401,7b,"Chattanooga ,  TN",-85.3096801,35.0456297
671,Oaklawn Garden,NA,Germantown,TN,20,38138,7b,"Germantown ,  TN",-89.8100858,35.0867577
672,Carlisle S. Page Arboretum,NA,Memphis,TN,80,37501,7b,"Memphis ,  TN",-90.0489801,35.1495343
673,Dixon Gallery and Gardens,NA,Memphis,TN,17,37501,7b,"Memphis ,  TN",-90.0489801,35.1495343
674,Memphis Botanic Garden,NA,Memphis,TN,96,37501,7b,"Memphis ,  TN",-90.0489801,35.1495343
675,Old Forest Arboretum of Overton Park,NA,Memphis,TN,172,37501,7b,"Memphis ,  TN",-90.0489801,35.1495343
676,Amarillo Botanical Garden,NA,Amarillo,TX,4,79101,7a,"Amarillo ,  TX",-101.8312969,35.2219971
677,Chihuahuan Desert Nature Center and Botanical Gardens,NA,Fort Davis,TX,507,79734,7b,"Fort Davis ,  TX",-103.8946253,30.5882111
678,East Texas Arboretum and Botanical Society,NA,Athens,TX,100,75751,8a,"Athens ,  TX",-95.8555207,32.2048735
679,Fort Worth Botanic Garden,NA,Fort Worth,TX,109,76101,8a,"Fort Worth ,  TX",-97.3307658,32.7554883
680,Riverside Nature Center,NA,Kerrville,TX,NA,78028,8a,"Kerrville ,  TX",-99.1403189,30.0474332
681,Lady Bird Johnson Wildflower Center,NA,Austin,TX,284,73301,8b,"Austin ,  TX",-97.7430608,30.267153
682,Umlauf Sculpture Garden and Museum,NA,Austin,TX,NA,73301,8b,"Austin ,  TX",-97.7430608,30.267153
683,Zilker Botanical Garden,NA,Austin,TX,31,73301,8b,"Austin ,  TX",-97.7430608,30.267153
684,D. A. Andy Anderson Arboretum (formerly Brazos County Arboretum),NA,College Station,TX,17,77840,8b,"College Station ,  TX",-96.3344068,30.627977
685,Dallas Arboretum and Botanical Garden,NA,Dallas,TX,66,75201,8b,"Dallas ,  TX",-96.7969879,32.7766642
686,Ruth Bowling Nichols Arboretum,NA,Jacksonville,TX,3.5,75766,8b,"Jacksonville ,  TX",-95.2705042,31.963778
687,Mast Arboretum,Stephen F. Austin State University,Nacogdoches,TX,10,75961,8b,"Nacogdoches ,  TX",-94.6554874,31.6035129
688,John Henry Kirby State Forest,NA,Tyler County,TX,626,77664,8b,"Tyler County ,  TX",-94.315422,30.7324447
689,Carleen Bright Arboretum,NA,Woodway,TX,6,76712,8b,"Woodway ,  TX",-97.2050055,31.5059998
690,Beaumont Botanical Gardens,NA,Beaumont,TX,23.5,77657,9a,"Beaumont ,  TX",-94.1265562,30.080174
691,Olive Scott Petty Arboretum,NA,Hardin County,TX,NA,77561,9a,"Hardin County ,  TX",-94.315422,30.364764
692,Houston Arboretum and Nature Center,NA,Houston,TX,105,77001,9a,"Houston ,  TX",-95.3698028,29.7604267
693,Lynn R. Lowrey Arboretum,Rice University,Houston,TX,NA,77001,9a,"Houston ,  TX",-95.3698028,29.7604267
694,Mercer Arboretum and Botanic Gardens,NA,Humble,TX,250,77205,9a,"Humble ,  TX",-95.2621553,29.9988312
695,Shangri La Botanical Gardens and Nature Center,NA,Orange,TX,252,77630,9a,"Orange ,  TX",-93.7365549,30.0929879
696,San Antonio Botanical Garden,NA,San Antonio,TX,33,78210,9a,"San Antonio ,  TX",-98.4936282,29.4241219
697,South Texas Botanical Gardens & Nature Center,NA,Corpus Christi,TX,180,78401,9b,"Corpus Christi ,  TX",-97.396381,27.8005828
698,McAllen Botanical Gardens,NA,McAllen,TX,20,78501,9b,"McAllen ,  TX",-98.2300124,26.2034071
